"Number","ProgramID","PartType","Quantity"
"0CS95695","1036","RACK","0"
"0CS95696","1036","RACK","0"
"CC60 GREEN","1030","RACK","0"
"B2410-TRL9","1030","BLANK","0"
"B2411-TRL9","1030","BLANK","0"
"K2GB-R100K39-AA","0040","STAMPING","0"
"IPA-0700","0031","ASSEMBLY","0"
"IPA-AT4Z318","0031","ASSEMBLY","0"
"IPA-BT4Z318","0031","ASSEMBLY","0"
"C3048-TRL2","1035","COIL","0"
"IPS7132AB-A","1030","STAMPING","0"
"IPS7133AB-A","1030","STAMPING","0"
"LROOF SUB","0042","RACK","0"
"06511308AA","1035","PIA","0"
"C3050-TRL3","1035","COIL","0"
"C3026-TRL2","1035","COIL","0"
"B2488A","8500","BLANK","0"
"68315952AB-A","1035","STAMPING","0"
"B2898-TRL4","1033","BLANK","0"
"DTCINNER","1036","RACK","0"
"JLSILLH","1035","RACK","0"
"JLSILRH","1035","RACK","0"
"B2814-B","0042","BLANK","0"
"MS-CD457-F","1036","PIA","0"
"MS-CD470-F","1036","PIA","0"
"68310214AA-G","1036","PIA","0"
"68310215AA-G","1036","PIA","0"
"C3100","0040","COIL","0"
"KT4B-R45114-AB","0040","STAMPING","0"
"KT4B-R45115-AB","0040","STAMPING","0"
"K2GB-R10594-AA","0040","PIA","0"
"68310287AB-B","1035","STAMPING","0"
"C3096","0040","COIL","0"
"K2GB-R10531-AA","0040","PIA","0"
"K2GB-R10585-AA","0040","STAMPING","0"
"KT4B-R204A40-AA","0040","PIA","0"
"KT4B-R204A41-AA","0040","PIA","0"
"C3098","0040","COIL","0"
"IPA-KA72-AA","0040","ASSEMBLY","0"
"IPA-KA73-AA","0040","ASSEMBLY","0"
"IPA-KA98-AA","0040","ASSEMBLY","0"
"IPA-KA99-AA","0040","ASSEMBLY","0"
"IPA-KB64-AA","0040","ASSEMBLY","0"
"K2GB-R10127-AA","0040","STAMPING","0"
"K2GB-R103B64-AA","0040","STAMPING","0"
"K2GB-R103B95-AA","0040","STAMPING","0"
"C3116","1036","COIL","0"
"06511986AA","1035","PIA","0"
"68359442AA","1035","PIA","0"
"C2180A-DEV1","0033","COIL","0"
"06509604AA","1035","PIA","0"
"B2896-A","1033","BLANK","0"
"B2898-A","1033","BLANK","0"
"68291009AB-A","1036","STAMPING","0"
"C3056","1035","COIL","0"
"IPA-107A08","0031","ASSEMBLY","0"
"68308931AB-A","1035","PIA","0"
"C2728","0040","COIL","0"
"C2328A-DEV1","2006","COIL","0"
"C3066","1035","COIL","0"
"ST41","1003","RACK","0"
"D2PLNUPR","2019","RACK","0"
"68340604AB-A","1035","STAMPING","0"
"DTQINNER","1036","RACK","0"
"D2DASH","2019","RACK","0"
"D2PLENUM","2019","RACK","0"
"B3042","1035","BLANK","0"
"68298764AB-A","1035","STAMPING","0"
"68298765AB-A","1035","STAMPING","0"
"L2801","1033","PIA","0"
"68315951AB-A","1035","STAMPING","0"
"68354275AB-A","1035","STAMPING","0"
"68354276AB-A","1035","STAMPING","0"
"68302950AB-A","1035","PIA","0"
"MGN78X48","DEF","RACK","0"
"DTCROOF","1036","RACK","0"
"HNG","DEF","RACK","0"
"C2462B","1030","COIL","0"
"B2462B-A","1030","BLANK","0"
"B2463B-A","1030","BLANK","0"
"W710957-S300","0040","PIA","0"
"96953024.004A","2014","STAMPING","0"
"49826.00.P","1030","PIA","0"
"49827.00.P","1030","PIA","0"
"49876.00.P","1030","PIA","0"
"49877.00.P","1030","PIA","0"
"IPS-53024","2014","STAMPING","0"
"C3048-TRL3","1035","COIL","0"
"W706018-S300-MOD","0040","PIA","0"
"GROTAN BK DRUM","DEF","PIA","0"
"TWR121507PT","DEF","RACK","0"
"TWR323224SB","DEF","RACK","0"
"TWR485338WB","DEF","RACK","0"
"TWR534835SB","DEF","RACK","0"
"TWR241507PT","DEF","RACK","0"
"FT4B-R412A00-AE","0040","PIA","0"
"FT4B-R412A01-AE","0040","PIA","0"
"C2322A-DEV2","1028","COIL","0"
"C2322A-DEV3","1028","COIL","0"
"IPS-4172-3","2019","STAMPING","0"
"JLRRUPR","1035","RACK","0"
"FT4B-R45114-AD","0040","STAMPING","0"
"FT4B-R45115-AE","0040","STAMPING","0"
"DTCSILRH","1036","RACK","0"
"DTCSILLH","1036","RACK","0"
"C3118-DEV1","2014","COIL","0"
"IPA-K524-AC","0040","ASSEMBLY","0"
"IPA-K525-AC","0040","ASSEMBLY","0"
"DTQSILLH","1036","RACK","0"
"DTQSILRH","1036","RACK","0"
"IPS38221AB-1","1028","STAMPING","0"
"C3140-TRL1","1037","COIL","0"
"C3144-TRL1","1037","COIL","0"
"06511551AA","1037","PIA","0"
"06511294AA","1037","PIA","0"
"K2GB-R10594-BA","0040","STAMPING","0"
"C2530A","2014","COIL","0"
"B2530A","2014","BLANK","0"
"84437283","2019","STAMPING","0"
"84437285","2019","STAMPING","0"
"84437287","2019","STAMPING","0"
"C3116-TRL1","1036","COIL","0"
"FA1B-R502P34-AM","0042","STAMPING","0"
"68377508AA","1037","PIA","0"
"JLCTRUPR","1035","RACK","0"
"B2222C-A","2007","BLANK","0"
"C2222C","2007","COIL","0"
"B3138","1035","BLANK","0"
"C3140","1037","COIL","0"
"C3144","1037","COIL","0"
"C3146-TRL1","0039","COIL","0"
"C3086","1036","COIL","0"
" 68342039","1037","STAMPING","0"
"C3126-TRL1","1037","COIL","0"
"68400764AA-A","1037","STAMPING","0"
"68400765AA-A","1037","STAMPING","0"
"B2710A-B","0040","BLANK","0"
"B2711A-B","0040","BLANK","0"
"C2710A","0040","COIL","0"
"U318SUB","1023","RACK","0"
"B2700A-B","0040","BLANK","0"
"C2700A","0040","COIL","0"
"B3108","0048","BLANK","0"
"B3109","0048","BLANK","0"
"B2811A","0042","BLANK","0"
"C2810A","0042","COIL","0"
"B2810A","0042","BLANK","0"
"C2812A","0042","COIL","0"
"C2790A","0040","COIL","0"
"C3124-TRL1","1037","COIL","0"
"C3132-TRL1","1037","COIL","0"
"C3072","0047","COIL","342000"
"C3074","0047","COIL","342000"
"CD6RAILRH","0047","RACK","342000"
"CD6RCAPRH","0047","RACK","342000"
"C2670A","0039","COIL","0"
"KT4B-R279A21-AB","0040","STAMPING","0"
"S7294420-16A","4000","STAMPING","0"
"B3112","0048","BLANK","0"
"B3113","0048","BLANK","0"
"B3115","0048","BLANK","0"
"C3108","0048","COIL","0"
"C3112","0048","COIL","0"
"C3114","0048","COIL","0"
"C3102A","0040","COIL","0"
"68399156AA-A","1037","STAMPING","0"
"68399157AA-A","1037","STAMPING","0"
"C3128-TRL1","1037","COIL","0"
"68409764AA-A","1035","STAMPING","0"
"68409765AA-A","1035","STAMPING","0"
"FA1B-R45114-AE","0042","STAMPING","0"
"FA1B-R45115-AD","0042","STAMPING","0"
"W711034-S","0040","PIA","0"
"B2812A-B","0040","BLANK","0"
"68308930AC-A","1035","PIA","0"
"68308931AC-A","1035","PIA","0"
"MULTIPLE EMPTIES","1023","RACK","0"
"IPA-E524-AD","0040","ASSEMBLY","0"
"IPA-E525-AD","0040","ASSEMBLY","0"
"C2562B","2008","COIL","0"
"C3040-TRL1","1035","COIL","0"
"MS-CD 470B","1035","PIA","0"
"C3068-TRL3","0047","COIL","342000"
"C3070-TRL3","0047","COIL","342000"
"C3124A-TRL1","1037","COIL","0"
"IPA-9764AA-A","1037","ASSEMBLY","0"
"IPA-9765AA-A","1037","ASSEMBLY","0"
"68303368AC-A","1035","STAMPING","0"
"68303369AC-A","1035","STAMPING","0"
"B3114","0048","BLANK","0"
"CD6INR","0047","RACK","342000"
"CD6OTR","0047","RACK","342000"
"CD6SLEDRH","0047","RACK","342000"
"F2GB-R101C02-AE","0040","STAMPING","0"
"M5131","DEF","RACK","0"
"C2844-DEV1","6002","COIL","0"
"C2846-DEV1","6002","COIL","0"
"0CS95249","1035","RACK","0"
"C2560C","2008","COIL","0"
"KD484534","2005","RACK","0"
"C3128-DEV1","1037","COIL","0"
"POTRRH","DEF","RACK","0"
"POTRLH","DEF","RACK","0"
"IPS-0398AA-B","1030","STAMPING","0"
"IPS-0399AA-B","1030","STAMPING","0"
"PINRLH","DEF","RACK","0"
"PINRRH","DEF","RACK","0"
"SP-CLEAN-6513-TOTE","1035","PIA","0"
"68295719AA-D","1035","PIA","0"
"68328283AA-B","1030","ASSEMBLY","0"
"CD6LASERRH","0047","RACK","342000"
"68342038AA-C","1037","STAMPING","0"
"68342039AA-C","1037","STAMPING","0"
"68310288AC-A","1035","STAMPING","0"
"68276328AB-A","1036","STAMPING","0"
"68276329AB-A","1036","STAMPING","0"
"68276382AB-A","1036","STAMPING","0"
"68276383AB-A","1036","STAMPING","0"
"C3124","1037","COIL","0"
"C3128","1037","COIL","0"
"B3122","1037","BLANK","0"
"C3122","1037","COIL","0"
"JTTGATEOTR","1037","RACK","0"
"JTTGATEINR","1037","RACK","0"
"JTSILRH","1037","RACK","0"
"JTSILLH","1037","RACK","0"
"K2GB-R10126-AB","0040","STAMPING","0"
"KT4B-R02524-AC","0040","STAMPING","0"
"KT4B-R02525-AC","0040","STAMPING","0"
"06101916AA","1021","PIA","0"
"B2912-TRL4","0043","BLANK","0"
"68341634AA-C","1037","STAMPING","0"
"68341636AA-C","1037","STAMPING","0"
"68341638AA-C","1035","STAMPING","0"
"68341641AA-A","1035","STAMPING","0"
"W520783-S","0040","PIA","0"
"W520784-S","0040","PIA","0"
"B1660D-BDEV1","1023","BLANK","0"
"B1661D-BDEV1","1023","BLANK","0"
"MS-CD457-F 26G","1036","PIA","0"
"MS-CD470-F 25G","1036","PIA","0"
"B2374-BDEV1","1023","BLANK","0"
"C2374-DEV1","1023","COIL","0"
"B1628D-DDEV1","1023","BLANK","0"
"C1628D-DEV1","1023","COIL","0"
"C2316C","2010","COIL","0"
"68037869AG-A","1030","STAMPING","0"
"68055646AC-A","1030","STAMPING","0"
"68055647AC-A","1030","STAMPING","0"
"B2132B-A","0028","BLANK","0"
"C2132B","0028","COIL","0"
"B1622B-BDEV2","1023","BLANK","0"
"C1622B-DEV2","1023","COIL","0"
"C1966-DEV4","1023","COIL","0"
"B1668C-CDEV2","1023","BLANK","0"
"C1668C-DEV2","1023","COIL","0"
"IPA-60631-TR0","6002","ASSEMBLY","0"
"IPA-60633-TR0","6002","ASSEMBLY","0"
"IPA-60633-TR3","6002","ASSEMBLY","0"
"IPA-60633-TR7","6002","ASSEMBLY","0"
"IPA-60634-TR7","6002","ASSEMBLY","0"
"B1624C-DDEV3","1023","BLANK","0"
"C1624C-DEV3","1023","COIL","0"
"B1626C-ADEV3","1023","BLANK","0"
"C1626C-DEV3","1023","COIL","0"
"C1760A-DEV5","1023","COIL","0"
"B1760A-DEV5","1023","BLANK","0"
"B1761A-DEV5","1023","BLANK","0"
"68427330AA-A","1030","STAMPING","0"
"68427331AA-A","1030","STAMPING","0"
"68427334AA-A","1030","STAMPING","0"
"68427335AA-A","1030","STAMPING","0"
"W520784-S300","0047","PIA","342000"
"68427322AA-A","1030","STAMPING","0"
"68427323AA-A","1030","STAMPING","0"
"W520783-S300","0047","PIA","342000"
"C2988A","2019","COIL","0"
"C2746-DEV4","0040","COIL","0"
"KMC02","0040","RACK","0"
"B1812B","1023","BLANK","0"
"B1813B","1023","BLANK","0"
"0CS96249","1037","RACK","0"
"B1664C","1023","BLANK","0"
"B1665C","1023","BLANK","0"
"B1666C","1023","BLANK","0"
"B1667C","1023","BLANK","0"
"C1664C","1023","COIL","0"
"0CS96242","1037","RACK","0"
"0CS96243","1037","RACK","0"
"0CS96244","1037","RACK","0"
"0CS96245","1037","RACK","0"
"0CC00094","DEF","RACK","0"
"EXP898ND","1023","PIA","0"
"EXP010ND","1023","PIA","0"
"EXP016ND","1023","PIA","0"
"EXP104ND","1023","PIA","0"
"EXP081ND","1023","PIA","0"
"EXP3018ND","1019","pia","0"
"EXP218ND","1023","PIA","0"
"B2706A-CDEV1","0040","BLANK","0"
"C2346E","2012","COIL","0"
"C1996-DEV1","0033","COIL","0"
"WICO XS41-A62570","0039","PIA","0"
"XS41-A62570-AA-WIC","0047","PIA","342000"
"FA1B-R27944-AH","0042","STAMPING","0"
"FA1B-R27945-AJ","0042","STAMPING","0"
"TEST FASTENER","0048","PIA","0"
"TEST RACK","0048","RACK","0"
"TEST SEALER","0048","PIA","0"
"C1586C-DEV2","1019","COIL","0"
"W720475-S434","0047","PIA","342000"
"S20","0047","RACK","342000"
"S21","0047","RACK","342000"
"S36","0047","RACK","342000"
"S37","0047","RACK","342000"
"S126","0047","RACK","342000"
"S127","0047","RACK","342000"
"S456","0047","RACK","342000"
"S457","0047","RACK","342000"
"A156R","0047","RACK","342000"
"A156L","0047","RACK","342000"
"A156ZR","0047","RACK","342000"
"A156ZL","0047","RACK","342000"
"IPS-95974AB-A","1023","PIA","0"
"CD6SLEDLH","0047","RACK","342000"
"CD6DSSLEDRH","0047","RACK","342000"
"CD6DSSLEDLH","0047","RACK","342000"
"CD6PHEVRH","0047","RACK","342000"
"CD6PHEVLH","0047","RACK","342000"
"CD6RAILLH","0047","RACK","342000"
"CD6RCAPLH","0047","RACK","342000"
"CD6DSPHEVRH","0047","RACK","342000"
"CD6DSPHEVLH","0047","RACK","342000"
"FA1B-R204A40-AA1","0042","PIA","0"
"FA1B-R204A41-AA1","0042","PIA","0"
"C2850-TRL3","6002","COIL","0"
"C2450-DEV4","1030","COIL","0"
"C3054A","1035","COIL","0"
"C3056A","1035","COIL","0"
"68213060AC-A","1030","PIA","0"
"68213061AC-A","1030","PIA","0"
"06511931AA","1035","PIA","0"
"C3124A","1037","COIL","0"
"9982285-26G","DEF","PIA","0"
"68320437AB","1035","PIA","0"
"68302950AC-C","1035","STAMPING","0"
"C3050-DEV1","1035","COIL","0"
"B3036-TRL8","1035","BLANK","0"
"C3078","0047","COIL","342000"
"68431672AA-B","1030","ASSEMBLY","0"
"B2912-TRL5","0043","BLANK","0"
"B3090-A","1036","BLANK","0"
"MS-CD470-F 26G","1036","PIA","0"
"68412196AA-B","1035","STAMPING","0"
"EMPTY RACK","0013","RACK","0"
"C2504B","2014","COIL","0"
"C2510A","2014","COIL","0"
"C2512C","2014","COIL","0"
"C2540C","2014","COIL","0"
"C2542A","2014","COIL","0"
"C3118A","2014","COIL","0"
"C2412B","0033","COIL","0"
"C2568C","2014","COIL","0"
"C2828A","2014","COIL","0"
"B3154-TRL1","1035","BLANK","0"
"68412199AA-B","1035","STAMPING","0"
"B2540C-A","2014","BLANK","0"
"68412197AA-B","1035","STAMPING","0"
"B2542A-A","2014","BLANK","0"
"C2582A","0039","COIL","0"
"C2718A","0040","COIL","0"
"C2818A","0042","COIL","0"
"C3040A","1035","COIL","0"
"C2978A","2019","COIL","0"
"C2982A","2019","COIL","0"
"C2984A","2019","COIL","0"
"C3006A","2008","COIL","0"
"C3008A","2008","COIL","0"
"C3010A","2008","COIL","0"
"C3012A","2008","COIL","0"
"C3014A","2008","COIL","0"
"C3016A","2008","COIL","0"
"C3018A","2008","COIL","0"
"C3126-A","1037","COIL","0"
"C3126A","1037","COIL","0"
"C3128A","1037","COIL","0"
"VERSILOK 271S","1035","PIA","0"
"C2802-DEV1","0042","COIL","0"
"C3036-TRL5","1035","COIL","0"
"68436798AB-A","1030","STAMPING","0"
"68436799AB-A","1030","STAMPING","0"
"CC60 BLUE","1030","RACK","0"
"06511940AA","1037","PIA","0"
"B3094-A","1036","BLANK","0"
"B2900-A","1033","BLANK","0"
"B2544A-A","1030","BLANK","0"
"68448041AA-B","1035","PIA","0"
"90303-SLJ-3000","6002","PIA","0"
"C3104A","0048","COIL","0"
"C3106A","0048","COIL","0"
"B3104A","0048","BLANK","0"
"B3105A","0048","BLANK","0"
"B3106A","0048","BLANK","0"
"B3107A","0048","BLANK","0"
"B1618C-E","1023","BLANK","0"
"B3037-TRL8","1035","BLANK","0"
"0CS96374","1030","RACK","0"
"0CS96375","1030","RACK","0"
"B3086-TRL4","1036","BLANK","0"
"B3087-TRL4","1036","BLANK","0"
"B1758C","1023","BLANK","0"
"B1759C","1023","BLANK","0"
"C1758C","1023","COIL","0"
"B3096-A","0040","BLANK","0"
"B3174-TRL1","0049","Blank","0"
"B3175-TRL1","0049","Blank","0"
"B3162-TRL1","0049","Blank","0"
"B3163-TRL1","0049","Blank","0"
"B3170-TRL1","0049","Blank","0"
"B3174-TRL2","0049","BLANK","0"
"B3175-TRL2","0049","BLANK","0"
"B3162-TRL2","0049","BLANK","0"
"B3163-TRL2","0049","BLANK","0"
"B3170-TRL2","0049","Blank","0"
"IMC420","DEF","RACK","0"
"68302948AA-F","1035","STAMPING","0"
"68302949AA-F","1035","STAMPING","0"
"B3036-A","1035","BLANK","0"
"B3037-A","1035","BLANK","0"
"B3086-A","1036","BLANK","0"
"B3087-A","1036","BLANK","0"
"C2330B","2006","COIL","0"
"IPS-F106A64-LB","0043","STAMPING","0"
"IPS-F106A65-LB","0043","STAMPING","0"
"PG3GB-F106A64-LB","0046","STAMPING","0"
"0CS96297","1035","RACK","0"
"68055304AD-A","1030","PIA","0"
"68055305AD-A","1030","PIA","0"
"68214316AB-A","1030","PIA","0"
"68214317AB-A","1030","PIA","0"
"68414258AA-B","1035","PIA","0"
"68414259AA-B","1035","PIA","0"
"06512392AA","1038","PIA","0"
"06512483AA","1038","PIA","0"
"IPD-LS112A36-AC","0047","STAMPING","342000"
"68320436AB-C","1035","PIA","0"
"68320437AB-C","1035","PIA","0"
"L1MB-S100K38-HK","0047","ASSEMBLY","342000"
"68320436AB-D","1035","PIA","0"
"IPS-14236AC-A","1030","STAMPING","0"
"IPS-14237AC-A","1030","STAMPING","0"
"C3110A","0048","COIL","0"
"C3156-TRL1","1035","COIL","0"
"68232622AC-B","1033","PIA","0"
"68232623AC-B","1033","PIA","0"
"68067549AE-B","1030","PIA","0"
"68067550AE-B","1030","PIA","0"
"68056158AD-B","1030","PIA","0"
"68056159AD-B","1030","PIA","0"
"68057579AC-E","1030","PIA","0"
"68067760AB-C","1030","PIA","0"
"68067761AB-C","1030","PIA","0"
"IPA-3103","2008","ASSEMBLY","0"
"B3084-B","1036","BLANK","0"
"B3085-B","1036","BLANK","0"
"IPS-98619AB-B","1035","STAMPING","0"
"B3110A","0048","BLANK","0"
"B3111A","0048","BLANK","0"
"IPD-LS10127-AE","0047","STAMPING","342000"
"IPD-LS10126-AG","0047","STAMPING","342000"
"IPA-CD43E46-LC","0043","ASSEMBLY","0"
"IPA-CD43E47-LC","0043","ASSEMBLY","0"
"C2848-TRL2","6002","COIL","0"
"L1MB-S100K39-HJ","0047","ASSEMBLY","342000"
"B2912-TRL6","0043","BLANK","0"
"B2913-TRL6","0043","BLANK","0"
"68426100AA-B","1035","PIA","0"
"MDXINNER","6002","RACK","0"
"C2764A-DEV3","0040","COIL","0"
"68058686AI-A","1030","STAMPING","0"
"68058687AI-A","1030","STAMPING","0"
"C3180-TRL1","1038","Coil","0"
"C3182-TRL1","1038","Coil","0"
"IPD-LS107A20-AD","0047","STAMPING","342000"
"IPK4470AB-A","1030","ASSEMBLY","0"
"B3146-TRL2","0039","BLANK","0"
"IPD-LS100K38-AJ","0047","STAMPING","342000"
"68418854AC-A","1030","ASSEMBLY","0"
"68418855AC-A","1030","ASSEMBLY","0"
"B2476C","1027","BLANK","0"
"B2477C","1027","BLANK","0"
"50471AG","0049","Stamping","0"
"68346638AC-A","1037","STAMPING","0"
"C3130A","1037","COIL","0"
"68460504AB-A","1033","STAMPING","0"
"68460505AB-A","1033","STAMPING","0"
"68460508AB-A","1033","STAMPING","0"
"68460509AB-A","1033","STAMPING","0"
"B9000","0049","Stamping","0"
"B9002","0049","Stamping","0"
"B9004","0049","Stamping","0"
"B9006","0049","Stamping","0"
"B9008","0049","Stamping","0"
"C9000","0049","Coil","0"
"C9002","0049","Coil","0"
"C9004","0049","Coil","0"
"C9006","0049","Coil","0"
"C9008","0049","Coil","0"
"B3162","0049","Blank","0"
"IPK7322AA-A","1030","ASSEMBLY","0"
"B2990-B","2019","BLANK","0"
"B2986-B","2019","BLANK","0"
"B3004-B","2019","BLANK","0"
"B2988A-B","2019","BLANK","0"
"IPK7742AB-A","1030","ASSEMBLY","0"
"IPK7323AA-A","1030","ASSEMBLY","0"
"IPK7743AB-A","1030","ASSEMBLY","0"
"IPK7330AA-A","1030","ASSEMBLY","0"
"IPK7331AA-A","1030","ASSEMBLY","0"
"IPK7586AD-A","1030","ASSEMBLY","0"
"IPK7587AD-A","1030","ASSEMBLY","0"
"B1662D","1023","BLANK","0"
"C1662D","1023","COIL","0"
"68488647AA-A","1030","PIA","0"
"68488646AA-A","1030","PIA","0"
"68488648AA-A","1030","PIA","0"
"IPK4471AB-A","1030","ASSEMBLY","0"
"IPK4534AB-A","1030","ASSEMBLY","0"
"IPK4535AB-A","1030","ASSEMBLY","0"
"IPK7674AB-A","1030","ASSEMBLY","0"
"IPK7675AB-A","1030","ASSEMBLY","0"
"IPK7594AB-A","1030","ASSEMBLY","0"
"IPK7595AB-A","1030","ASSEMBLY","0"
"C2400A-DEV1","1030","COIL","0"
"IPD-LS10126-AH","0047","STAMPING","342000"
"IPD-LS10127-AF","0047","STAMPING","342000"
"B2904-B","1034","BLANK","0"
"C3296","6003","Coil","0"
"C3298","6003","Coil","0"
"C3300","6003","Coil","0"
"C3302","6003","Coil","0"
"B3296","6003","Blank","0"
"B3298","6003","Blank","0"
"B3300","6003","Blank","0"
"B3302","6003","Blank","0"
"C3212-TRL1","6002","Coil","0"
"94063-10000","6002","PIA","0"
"94063-08000","6002","PIA","0"
"06513302AA","1038","PIA","0"
"68315950AC-D","1035","PIA","0"
"68354550AB-B","1037","STAMPING","0"
"68354551AB-B","1037","STAMPING","0"
"B3180-TRL1","1038","Blank","0"
"B3184-TRL1","1038","Blank","0"
"B3182-TRL1","1038","Blank","0"
"B1776C","1023","BLANK","0"
"C1776C","1023","COIL","0"
"B3174-TRL3","0049","Blank","0"
"B3175-TRL3","0049","Blank","0"
"IPK-R10983-AB","0040","Stamping","0"
"C2378C","1031","COIL","0"
"C2240F","2007","COIL","0"
"IPD-LS10456-AJ","0047","STAMPING","342000"
"IPD-LS10457-AJ","0047","STAMPING","342000"
"C2400A-DEV2","1030","COIL","0"
"C2856C","1032","COIL","0"
"IPD-LS100K39-AN","0047","STAMPING","342000"
"C3154","1035","COIL","0"
"C3156","1035","COIL","0"
"B3100-B","0040","BLANK","0"
"68320438AC-C","1035","PIA","0"
"68320439AC-C","1035","PIA","0"
"68315949AC-B","1035","STAMPING","0"
"B3162-TRL4","0049","BLANK","0"
"B3162-TRL5","0049","BLANK","0"
"B3163-TRL4","0049","BLANK","0"
"B3163-TRL5","0049","BLANK","0"
"B3174-TRL4","0049","BLANK","0"
"B3174-TRL5","0049","BLANK","0"
"B3175-TRL4","0049","BLANK","0"
"B3175-TRL5","0049","BLANK","0"
"B3172-TRL3","0049","Blank","0"
"C3022A","1035","COIL","0"
"B3023A","1035","BLANK","0"
"B3022A","1035","BLANK","0"
"B3168-TRL3","0049","Blank","0"
"C3304","0049","Coil","0"
"C3306","0049","Coil","0"
"C3308","0049","Coil","0"
"B3172","0049","Blank","0"
"C3170","0049","Coil","0"
"B3170","0049","BLANK","0"
"B3168","0049","Blank","0"
"C3168","0049","Coil","0"
"MS-CD470-F 52G","1036","PIA","0"
"C3264-TRL1","6002","Coil","0"
"B3230-TRL1","6002","Blank","0"
"B3264-TRL1","6002","Blank","0"
"B2006C","0033","BLANK","0"
"68504493AA-A","1019","STAMPING","0"
"C2734-TRL2","0040","COIL","0"
"0CS96946","1038","RACK","0"
"0CS96947","1038","RACK","0"
"B2754-ATRL2","0040","BLANK","0"
"C2754-TRL2","0040","COIL","0"
"L1MB-106A97-AD","0047","STAMPING","342000"
"B2712B-C","0040","BLANK","0"
"C2712B","0040","COIL","0"
"68227970AD-A","1033","STAMPING","0"
"68227971AD-A","1033","STAMPING","0"
"B2856C-B","1032","BLANK","0"
"IPK-A97-AD","0047","PIA","342000"
"B2086E-DEV1","0033","BLANK","0"
"WSINRRH","1038","RACK","0"
"WSINRLH","1038","RACK","0"
"B2402A-ATRL2","1030","BLANK","0"
"B3304","0049","Blank","0"
"B3306","0049","Blank","0"
"B3308","0049","Blank","0"
"KM236","1019","RACK","0"
"68166840AJ-A","1027","STAMPING","0"
"B3274","0049","Blank","0"
"B3275","0049","Blank","0"
"C3274","0049","Coil","0"
"B3276","0049","Blank","0"
"68166841AJ-A","1027","STAMPING","0"
"B3277","0049","Blank","0"
"C3276","0049","Coil","0"
"B3278","0049","Blank","0"
"B3279","0049","Blank","0"
"C3278","0049","Coil","0"
"B3280","0049","Blank","0"
"B3281","0049","Blank","0"
"C3280","0049","Coil","0"
"B3282","0049","Blank","0"
"C3282","0049","Coil","0"
"B3163","0049","Blank","0"
"B3174","0049","Blank","0"
"B3284","0049","Blank","0"
"B3285","0049","Blank","0"
"C3284","0049","Coil","0"
"B3286","0049","Blank","0"
"B3287","0049","Blank","0"
"C3286","0049","COIL","0"
"B3288","0049","Blank","0"
"B3289","0049","Blank","0"
"C3288","0049","Coil","0"
"B3290","0049","Blank","0"
"B3291","0049","Blank","0"
"C3290","0049","Coil","0"
"B3292","0049","Blank","0"
"B3293","0049","Blank","0"
"C3292","0049","Coil","0"
"B3294","0049","Blank","0"
"B3295","0049","Blank","0"
"C3294","0049","Coil","0"
"B3175","0049","Blank","0"
"B2860B-B","1032","BLANK","0"
"C2860B","1032","COIL","0"
"B2546A-A","1030","BLANK","0"
"WSS-M2G393-A1-A","0031","PIA","0"
"IPK-9764AA-A","1037","ASSEMBLY","0"
"IPK-9765AA-A","1037","ASSEMBLY","0"
"IPK9764AA-A","1037","ASSEMBLY","0"
"IPK9765AA-A","1037","ASSEMBLY","0"
"68080530AB-B","1030","PIA","0"
"IPK0294AA-A","1033","ASSEMBLY","0"
"IPK3985AA-A","1033","ASSEMBLY","0"
"IPK0295AA-A","1033","ASSEMBLY","0"
"B2732B-B","0040","BLANK","0"
"C2732B","0040","COIL","0"
"C3300-TRL1","6003","Coil","0"
"C2078-TRL5","1030","BLANK","0"
"63214-TR0-A000-H1","6002","PIA","0"
"B1656D-B","1023","BLANK","0"
"C1656D","1023","COIL","0"
"IPB-B3266-TRL1","6002","Blank","0"
"68418848AC-B","1030","ASSEMBLY","0"
"IPS-18848AA-B","1030","STAMPING","0"
"68418849AC-B","1030","ASSEMBLY","0"
"IPS-18849AA-B","1030","STAMPING","0"
"IPS-0398AA-C","1030","STAMPING","0"
"IPS-0399AA-C","1030","STAMPING","0"
"IPS-8282AA-D","1030","STAMPING","0"
"IPS-18854AD-B","1030","STAMPING","0"
"68320398AA-B","1030","ASSEMBLY","0"
"68320399AA-B","1030","ASSEMBLY","0"
"11517412-TRL1","DEF","PIA","0"
"B3164","0049","Blank","0"
"B2736B","0040","BLANK","0"
"C2736B","0040","COIL","0"
"B2748B-E","0040","BLANK","0"
"C2748B","0040","COIL","0"
"IPD-LS100K38-HN","0047","STAMPING","342000"
"IPD-LS100K39-HM","0047","STAMPING","342000"
"C3206","6002","Coil","0"
"C3208","6002","Coil","0"
"C3210","6002","Coil","0"
"C3218","6002","Coil","0"
"C3220","6002","Coil","0"
"C3226","6002","Coil","0"
"C3228","6002","Coil","0"
"C3230","6002","Coil","0"
"C3232","6002","Coil","0"
"C3240","6002","Coil","0"
"C3242","6002","Coil","0"
"C3244","6002","Coil","0"
"C3246","6002","Coil","0"
"C3248","6002","Coil","0"
"C3254","6002","Coil","0"
"C3262","6002","Coil","0"
"C3264","6002","Coil","0"
"C3268","6002","Coil","0"
"C3270","6002","Coil","0"
"B3283","0049","Blank","0"
"C3214","6002","Coil","0"
"C3216","6002","Coil","0"
"C3222","6002","Coil","0"
"C3238","6002","Coil","0"
